date,total_vaccinated,people_vaccinated,people_fully_vaccinated,source_url
16/11/2022,11374772,6008121,5366651,https://www.facebook.com/photo/?fbid=516842210478712
21/11/2022,11374772,6008121,5366651,https://www.facebook.com/photo?fbid=519673906862209
22/11/2022,11374772,6008121,5366651,https://www.facebook.com/photo/?fbid=520464680116465
24/11/2022,11374772,6008121,5366651,https://www.facebook.com/photo?fbid=521787279984205
03/12/2022,11512976,6146325,5366651,https://www.facebook.com/photo?fbid=527961312700135
06/12/2022,11640449,6164274,5476175,https://www.facebook.com/photo/?fbid=530189999143933
08/12/2022,11640449,6164274,5476175,https://www.facebook.com/photo/?fbid=531819138981019
13/12/2022,11640449,6164274,5476175,https://www.facebook.com/photo?fbid=535709878591945
14/12/2022,11640449,6164274,5476175,https://www.facebook.com/photo?fbid=536864025143197
15/12/2022,11640449,6164274,5476175,https://www.facebook.com/photo?fbid=537703405059259
16/12/2022,11640449,6164274,5476175,https://www.facebook.com/photo/?fbid=538325674997032
17/12/2022,11640449,6164274,5476175,https://www.facebook.com/photo?fbid=541720517990881
